"商品编码"	,"商品名称"	,"年份"	,"第一计量单位编码"	,"第一计量单位名称"	,"第二计量单位编码"	,"第二计量单位名称"	,
85353090	,"用于电压超过1000伏但低于72.5千伏,或高于750千伏的线路的隔离开关及断续开关"	,2022	,01	,"个"	,09	,"千克"	,
85354000	,"避雷器、电压限幅器及电涌抑制器，电压＞1000V"	,2022	,01	,"个"	,09	,"千克"	,
85359000	,"其他开关、保护或连接用电气装置，电压＞1000V"	,2022	,09	,"千克"	,?	,"?"	,
85361000	,"熔断器，线路电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85362000	,"自动断路器，线路电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85363000	,"其他电路保护装置，线路电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85364110	,"继电器，V≤36V"	,2022	,01	,"个"	,09	,"千克"	,
85364190	,"继电器，36V≤V≤60V"	,2022	,01	,"个"	,09	,"千克"	,
85364900	,"继电器，60V＜线路电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85365000	,"开关，线路电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85366100	,"灯座，线路电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85366900	,"插头及插座，线路电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85367000	,"光导纤维、光导纤维束或光缆用连接器"	,2022	,09	,"千克"	,?	,"?"	,
85369011	,"工作电压不超过36伏的接插件"	,2022	,09	,"千克"	,?	,"?"	,
85369019	,"工作电压超过36伏，但不超过1000伏的接插件"	,2022	,09	,"千克"	,?	,"?"	,
85369090	,"未列名用于电压不超过1000伏线路的连接用电气装置"	,2022	,09	,"千克"	,?	,"?"	,
85371011	,"用于电压≤1000V线路的可编程序控制器"	,2022	,01	,"个"	,09	,"千克"	,
85371019	,"用于电压≤1000V线路的其他数控装置"	,2022	,01	,"个"	,09	,"千克"	,
85371090	,"其他电气控制或电力分配盘板台等，电压≤1000V"	,2022	,01	,"个"	,09	,"千克"	,
85372010	,"全封闭组合式高压开关装置，线路电压≥500kV"	,2022	,01	,"台"	,09	,"千克"	,
85372090	,"其他电气控制或分配盘、板、台等，电压＞1000V"	,2022	,09	,"千克"	,?	,"?"	,
85381010	,"品目85372010所列货品的零配件"	,2022	,09	,"千克"	,?	,"?"	,
85381090	,"品目8537所列其他货品的盘、板等基座，未装有关装置"	,2022	,09	,"千克"	,?	,"?"	,
85389000	,"品目8535、8536或8537所列装置的其他零件"	,2022	,09	,"千克"	,?	,"?"	,
85391000	,"封闭式聚光灯"	,2022	,01	,"只"	,09	,"千克"	,
85392110	,"科研、医疗专用卤钨灯"	,2022	,01	,"只"	,09	,"千克"	,
85392120	,"火车、航空器及船舶用卤钨灯"	,2022	,01	,"只"	,09	,"千克"	,
85392130	,"机动车辆用卤钨灯"	,2022	,01	,"只"	,09	,"千克"	,
85392190	,"其他卤钨灯"	,2022	,01	,"只"	,09	,"千克"	,
85392210	,"其他科研医疗专用白炽灯，功率≤200W，额定电压＞100V"	,2022	,01	,"只"	,09	,"千克"	,
85392290	,"未列名白炽灯泡，功率≤200W，额定电压＞100V"	,2022	,01	,"只"	,09	,"千克"	,
85392910	,"科研、医疗专用未列名白炽灯泡"	,2022	,01	,"只"	,09	,"千克"	,
85392920	,"火车、航空器及船舶用未列名白炽灯泡"	,2022	,01	,"只"	,09	,"千克"	,
85392930	,"机动车辆用未列名白炽灯泡"	,2022	,01	,"只"	,09	,"千克"	,
85392991	,"≤12V的未列名白炽灯泡"	,2022	,01	,"只"	,09	,"千克"	,
85392999	,"未列名白炽灯泡"	,2022	,01	,"只"	,09	,"千克"	,
85393110	,"科研、医疗专用热阴极荧光灯"	,2022	,01	,"只"	,09	,"千克"	,
85393120	,"火车、航空器及船舶用热阴极荧光灯"	,2022	,01	,"只"	,09	,"千克"	,
85393191	,"紧凑型热阴极荧光灯"	,2022	,01	,"只"	,09	,"千克"	,
85393199	,"其他热阴极荧光灯"	,2022	,01	,"只"	,09	,"千克"	,
85393230	,"钠蒸气灯"	,2022	,01	,"只"	,09	,"千克"	,
85393240	,"汞蒸气灯"	,2022	,01	,"只"	,09	,"千克"	,
85393290	,"其他金属卤化物灯"	,2022	,01	,"只"	,09	,"千克"	,
85393910	,"其他科研、医疗专用放电灯管"	,2022	,01	,"只"	,09	,"千克"	,
85393920	,"其他火车、航空器及船舶用放电灯管"	,2022	,01	,"只"	,09	,"千克"	,
85393990	,"未列名放电灯管"	,2022	,01	,"只"	,09	,"千克"	,
85394100	,"弧光灯"	,2022	,01	,"只"	,09	,"千克"	,
85394900	,"紫外线灯管或红外线灯泡"	,2022	,01	,"只"	,09	,"千克"	,
85395100	,"发光二极管（LED）模块"	,2022	,01	,"个"	,09	,"千克"	,
85395210	,"发光二极管（LED）灯泡"	,2022	,01	,"只"	,09	,"千克"	,
85395220	,"发光二极管（LED）灯管"	,2022	,01	,"只"	,09	,"千克"	,
85399010	,"发光二极管（LED）模块的零件"	,2022	,09	,"千克"	,?	,"?"	,
85399090	,"品目85.39所列其他货品的零件"	,2022	,09	,"千克"	,?	,"?"	,
85401100	,"彩色阴极射线电视显像管"	,2022	,01	,"只"	,09	,"千克"	,
85401200	,"单色阴极射线电视显像管"	,2022	,01	,"只"	,09	,"千克"	,
85402010	,"电视摄像管"	,2022	,01	,"只"	,09	,"千克"	,
85402090	,"变像管及图像增强管；其他光阴极管"	,2022	,01	,"只"	,09	,"千克"	,
85404010	,"彩色数据/图形显示管，屏幕荧光点间距小于0.4毫米"	,2022	,01	,"只"	,09	,"千克"	,
85404020	,"单色数据/图形显示管"	,2022	,01	,"只"	,09	,"千克"	,
85406010	,"雷达显示管"	,2022	,01	,"只"	,09	,"千克"	,
85406090	,"未列名阴极射线管"	,2022	,01	,"只"	,09	,"千克"	,
85407100	,"磁控管"	,2022	,01	,"只"	,09	,"千克"	,
85407910	,"速调管"	,2022	,01	,"只"	,09	,"千克"	,
85407990	,"其他微波管"	,2022	,01	,"只"	,09	,"千克"	,
85408100	,"接收管或放大管"	,2022	,01	,"只"	,09	,"千克"	,
85408900	,"未列名热电子管、冷阴极管"	,2022	,01	,"只"	,09	,"千克"	,
85409110	,"电视显像管零件"	,2022	,09	,"千克"	,?	,"?"	,
85409120	,"雷达显示管零件"	,2022	,09	,"千克"	,?	,"?"	,
85409190	,"其他阴极射线管零件"	,2022	,09	,"千克"	,?	,"?"	,
85409910	,"电视摄像管零件"	,2022	,09	,"千克"	,?	,"?"	,
85409990	,"未列名热电子管、冷阴极管或光阴极管零件"	,2022	,09	,"千克"	,?	,"?"	,
85411000	,"二极管，但光敏二极管或发光二极管除外"	,2022	,01	,"个"	,09	,"千克"	,
85412100	,"耗散功率＜1瓦的晶体管"	,2022	,01	,"个"	,09	,"千克"	,
85412900	,"耗散功率≥1瓦的晶体管"	,2022	,01	,"个"	,09	,"千克"	,
85413000	,"半导体开关元件等"	,2022	,01	,"个"	,09	,"千克"	,
85414100	,"发光二极管(LED)"	,2022	,01	,"个"	,09	,"千克"	,
85414200	,"未装在组件内或组装成块的光电池"	,2022	,01	,"个"	,09	,"千克"	,
85414300	,"已装在组件内或组装成块的光电池"	,2022	,01	,"个"	,09	,"千克"	,
85414900	,"其他光敏半导体器件"	,2022	,01	,"个"	,09	,"千克"	,
85415111	,"检测湿度、气压及其组合指标的传感器"	,2022	,01	,"个"	,09	,"千克"	,
85415112	,"用于检测温度、电量、理化指标的传感器；利用光学检测其他指标的传感器"	,2022	,01	,"个"	,09	,"千克"	,
85415113	,"液体或气体的流量、液位、压力或其他变化量的传感器"	,2022	,01	,"个"	,09	,"千克"	,
85415119	,"其他传感器"	,2022	,01	,"个"	,09	,"千克"	,
85415121	,"半导体基电动机"	,2022	,01	,"个"	,09	,"千克"	,
85415129	,"其他执行器"	,2022	,01	,"个"	,09	,"千克"	,
85415130	,"振荡器"	,2022	,01	,"个"	,09	,"千克"	,
85415140	,"谐振器"	,2022	,01	,"个"	,09	,"千克"	,
85415900	,"其他半导体器件"	,2022	,01	,"个"	,09	,"千克"	,
85416000	,"已装配的压电晶体"	,2022	,01	,"个"	,09	,"千克"	,
85419000	,"品目8541所列货品的零件"	,2022	,09	,"千克"	,?	,"?"	,
85423111	,"具有变流功能的半导体模块"	,2022	,01	,"个"	,09	,"千克"	,
85423119	,"其他用作处理器及控制器的多元件集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85423190	,"其他用作处理器及控制器的集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85423210	,"用作存储器的多元件集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85423290	,"其他用作存储器的集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85423310	,"用作放大器的多元件集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85423390	,"其他用作放大器的集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85423910	,"其他多元件集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85423990	,"其他集成电路"	,2022	,01	,"个"	,09	,"千克"	,
85429000	,"集成电路的零件"	,2022	,09	,"千克"	,?	,"?"	,
85431000	,"粒子加速器"	,2022	,01	,"台"	,09	,"千克"	,
85432010	,"通用信号发生器，输出信号频率＜1500MHz"	,2022	,01	,"台"	,09	,"千克"	,
85432090	,"其他信号发生器"	,2022	,01	,"台"	,09	,"千克"	,
85433000	,"电镀、电解或电泳设备及装置"	,2022	,01	,"台"	,09	,"千克"	,
85434000	,"电子烟及类似的个人电子雾化设备"	,2022	,01	,"台"	,09	,"千克"	,
85437091	,"金属、矿藏探测器"	,2022	,01	,"台"	,09	,"千克"	,
85437092	,"高、中频放大器"	,2022	,01	,"台"	,09	,"千克"	,
85437093	,"电篱网激发器"	,2022	,01	,"台"	,09	,"千克"	,
85437099	,"未列名具有独立功能的电气设备及装置"	,2022	,01	,"台"	,09	,"千克"	,
85439010	,"粒子加速器零件"	,2022	,09	,"千克"	,?	,"?"	,
85439021	,"＜1500MHz的通用信号发生器的零件"	,2022	,09	,"千克"	,?	,"?"	,
85439029	,"其他信号发生器零件"	,2022	,09	,"千克"	,?	,"?"	,
85439030	,"金属、矿藏探测器零件"	,2022	,09	,"千克"	,?	,"?"	,
85439040	,"高、中频放大器零件"	,2022	,09	,"千克"	,?	,"?"	,
85439090	,"品目8543所列其他设备及装置的零件"	,2022	,09	,"千克"	,?	,"?"	,
85441100	,"铜制绕组电线"	,2022	,09	,"千克"	,04	,"米"	,
85441900	,"其他绕组电线"	,2022	,09	,"千克"	,04	,"米"	,
85442000	,"同轴电缆及其他同轴电导体"	,2022	,09	,"千克"	,?	,"?"	,
85443020	,"机动车辆用点火布线组及其他布线组"	,2022	,09	,"千克"	,?	,"?"	,
85443090	,"其他车，航空器，船用点火布线组及其他布线组"	,2022	,09	,"千克"	,?	,"?"	,
85444211	,"有接头电缆，额定电压≤80V"	,2022	,09	,"千克"	,04	,"米"	,
85444219	,"其他有接头电导体，额定电压≤80V"	,2022	,09	,"千克"	,?	,"?"	,
85444221	,"有接头电缆，80V＜额定电压≤1000V"	,2022	,09	,"千克"	,04	,"米"	,
85444229	,"其他有接头电导体，80V＜额定电压≤1000V"	,2022	,09	,"千克"	,?	,"?"	,
85444911	,"其他电缆，额定电压≤80V"	,2022	,09	,"千克"	,04	,"米"	,
85444919	,"其他电导体，额定电压≤80V"	,2022	,09	,"千克"	,?	,"?"	,
85444921	,"其他电缆，80V＜额定电压≤1000V"	,2022	,09	,"千克"	,04	,"米"	,
85444929	,"其他电导体，80V＜额定电压≤1000V"	,2022	,09	,"千克"	,?	,"?"	,
85446012	,"电缆，1kV＜额定电压≤35kV"	,2022	,09	,"千克"	,04	,"米"	,
85446013	,"电缆，35kV＜额定电压≤110kV"	,2022	,09	,"千克"	,04	,"米"	,
85446014	,"电缆，110kV＜额定电压≤220kV"	,2022	,09	,"千克"	,04	,"米"	,
85446019	,"电缆，额定电压＞220kV"	,2022	,09	,"千克"	,04	,"米"	,
85446090	,"未列名电导体，额定电压＞1000V"	,2022	,09	,"千克"	,?	,"?"	,
85447000	,"由每根被覆光纤组成的光缆，"	,2022	,09	,"千克"	,04	,"米"	,
85451100	,"炉用碳电极"	,2022	,09	,"千克"	,?	,"?"	,
85451900	,"其他碳电极"	,2022	,09	,"千克"	,?	,"?"	,
85452000	,"碳刷"	,2022	,09	,"千克"	,?	,"?"	,
85459000	,"其他电气设备用石墨或碳精制品"	,2022	,09	,"千克"	,?	,"?"	,
85461000	,"玻璃制的绝缘子"	,2022	,09	,"千克"	,?	,"?"	,
85462010	,"输变电线路绝缘瓷套管"	,2022	,09	,"千克"	,?	,"?"	,
85462090	,"其他陶瓷制的绝缘子"	,2022	,09	,"千克"	,?	,"?"	,
85469000	,"其他绝缘子"	,2022	,09	,"千克"	,?	,"?"	,
85471000	,"陶瓷制绝缘零件"	,2022	,09	,"千克"	,?	,"?"	,
85472000	,"塑料制绝缘零件"	,2022	,09	,"千克"	,?	,"?"	,
85479010	,"内衬绝缘材料的贱金属制线路导管及其接头"	,2022	,09	,"千克"	,?	,"?"	,
85479090	,"未列名的电气机器、器具或设备用绝缘配件"	,2022	,09	,"千克"	,?	,"?"	,
85480000	,"机器或设备的本章其他品目未列名的电气零件"	,2022	,09	,"千克"	,?	,"?"	,
85491100	,"铅酸蓄电池的废物、废料；废铅酸蓄电池"	,2022	,09	,"千克"	,?	,"?"	,
85491200	,"其他原电池、原电池组及蓄电池的废物、废料，废原电池、废原电池组及废蓄电池，含铅、镉或汞"	,2022	,09	,"千克"	,?	,"?"	,
85491300	,"其他原电池、原电池组及蓄电池的废物、废料，废原电池、废原电池组及废蓄电池，按化学类型分拣且不含铅、镉或汞"	,2022	,09	,"千克"	,?	,"?"	,
85491400	,"其他原电池、原电池组及蓄电池的废物、废料，废原电池、废原电池组及废蓄电池，未分拣且不含铅、镉或汞"	,2022	,09	,"千克"	,?	,"?"	,
85491900	,"未列名原电池、原电池组及蓄电池的废物、废料,废原电池、废原电池组及废蓄电池"	,2022	,09	,"千克"	,?	,"?"	,
85492100	,"含有原电池、原电池组、蓄电池、汞开关、源于阴极射线管的玻璃或其他活化玻璃的，或含有镉、汞、铅或多氯联苯（PCBs）的主要用于回收贵金属的电气或电子元件"	,2022	,09	,"千克"	,?	,"?"	,
85492900	,"其他主要用于回收贵金属的电子电气废弃物及碎料"	,2022	,09	,"千克"	,?	,"?"	,
85493100	,"其他含有原电池、原电池组、蓄电池、汞开关、源于阴极射线管的玻璃或其他活化玻璃，或含有镉、汞、铅或多氯联苯（PCBs）的电气或电子元件"	,2022	,09	,"千克"	,?	,"?"	,
85493900	,"未列名电气、电子组件及印刷电路板的废弃物及碎料"	,2022	,09	,"千克"	,?	,"?"	,
85499100	,"未列名含有原电池、原电池组、蓄电池、汞开关、源于阴极射线管的玻璃或其他活化玻璃的，或含有镉、汞、铅或多氯联苯（PCBs）的电气或电子元件"	,2022	,09	,"千克"	,?	,"?"	,
85499900	,"未列名电子电气废弃物及碎料"	,2022	,09	,"千克"	,?	,"?"	,
86011011	,"微机控制的直流电机驱动铁道电力机车"	,2022	,01	,"辆"	,09	,"千克"	,
86011019	,"其他直流电机驱动铁道电力机车"	,2022	,01	,"辆"	,09	,"千克"	,
86011020	,"交流电机驱动的铁道电力机车"	,2022	,01	,"辆"	,09	,"千克"	,
86011090	,"其他由外部电力驱动的铁道电力机车"	,2022	,01	,"辆"	,09	,"千克"	,
86012000	,"由蓄电池驱动的铁道电力机车"	,2022	,01	,"辆"	,09	,"千克"	,
86021010	,"微机控制的柴油电力铁道机车"	,2022	,01	,"辆"	,09	,"千克"	,
86021090	,"其他柴油电力铁道机车"	,2022	,01	,"辆"	,09	,"千克"	,
86029000	,"其他铁道机车；机车煤水车"	,2022	,01	,"辆"	,09	,"千克"	,
86031000	,"外部供电铁道及电车道机动客、货、敞车"	,2022	,01	,"辆"	,09	,"千克"	,
86039000	,"其他铁道及电车道机动客车、货车、敞车"	,2022	,01	,"辆"	,09	,"千克"	,
86040011	,"隧道限界检查车"	,2022	,01	,"辆"	,09	,"千克"	,
86040012	,"钢轨在线打磨列车"	,2022	,01	,"辆"	,09	,"千克"	,
86040019	,"其他铁道及电车道检验车及查道车"	,2022	,01	,"辆"	,09	,"千克"	,
86040091	,"电气化接触网架线机（轨行式）"	,2022	,01	,"辆"	,09	,"千克"	,
86040099	,"其他铁道及电车道维修或服务车"	,2022	,01	,"辆"	,09	,"千克"	,
86050010	,"铁道非机动客车"	,2022	,01	,"辆"	,09	,"千克"	,
86050090	,"电车道非机动客车及特殊用途车辆"	,2022	,01	,"辆"	,09	,"千克"	,
86061000	,"铁道及电车道非机动油罐货车及类似车"	,2022	,01	,"辆"	,09	,"千克"	,
86063000	,"铁道及电车道非机动自卸货车"	,2022	,01	,"辆"	,09	,"千克"	,
86069100	,"铁道及电车道非机动带篷及封闭的货车"	,2022	,01	,"辆"	,09	,"千克"	,
86069200	,"铁道及电车道非机动敞篷车，固定厢壁＞60cm"	,2022	,01	,"辆"	,09	,"千克"	,
86069900	,"未列名铁道及电车道非机动有篷及无篷货车"	,2022	,01	,"辆"	,09	,"千克"	,
86071100	,"铁道及电车道机车等车辆的驾驶转向架"	,2022	,01	,"套"	,09	,"千克"	,
86071200	,"铁道及电车道机车等车辆的其他转向架"	,2022	,01	,"套"	,09	,"千克"	,
86071910	,"铁道及电车道机车等车辆的轴"	,2022	,01	,"根"	,09	,"千克"	,
86071990	,"铁道及电车道机车或车辆的轮及上述货品零件"	,2022	,09	,"千克"	,?	,"?"	,
86072100	,"铁道及电车道机车等车辆空气制动器及其零件"	,2022	,09	,"千克"	,?	,"?"	,
86072900	,"铁道及电车道机车等车辆其他制动器及其零件"	,2022	,09	,"千克"	,?	,"?"	,
86073000	,"铁道等机车的钩、联结器、缓冲器及其零件"	,2022	,09	,"千克"	,?	,"?"	,
86079100	,"其他铁道及电车道机车零件"	,2022	,09	,"千克"	,?	,"?"	,
86079900	,"其他铁道及电车道车辆零件"	,2022	,09	,"千克"	,?	,"?"	,
86080010	,"轨道自动计轴设备"	,2022	,09	,"千克"	,01	,"台"	,
86080090	,"轨道固定装置和机械交通管理等设备及零附件"	,2022	,09	,"千克"	,?	,"?"	,
86090011	,"20英尺保温式集装箱"	,2022	,01	,"个"	,09	,"千克"	,
86090012	,"20英尺罐式集装箱"	,2022	,01	,"个"	,09	,"千克"	,
86090019	,"其他20英尺集装箱"	,2022	,01	,"个"	,09	,"千克"	,
86090021	,"40英尺保温式集装箱"	,2022	,01	,"个"	,09	,"千克"	,
86090022	,"40英尺罐式集装箱"	,2022	,01	,"个"	,09	,"千克"	,
86090029	,"其他40英尺集装箱"	,2022	,01	,"个"	,09	,"千克"	,
86090030	,"45、48、53英尺集装箱"	,2022	,01	,"个"	,09	,"千克"	,
86090090	,"其他集装箱（包括运输液体的集装箱）"	,2022	,01	,"个"	,09	,"千克"	,
87011000	,"单轴拖拉机"	,2022	,01	,"辆"	,09	,"千克"	,
87012100	,"仅装有压燃式活塞内燃发动机（柴油或半柴油发动机）的半挂车用的公路牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87012200	,"同时装有压燃式活塞内燃发动机（柴油或半柴油发动机）及驱动电动机的半挂车用的公路牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87012300	,"同时装有点燃式活塞内燃发动机及驱动电动机的半挂车用的公路牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87012400	,"仅装有驱动电动机的半挂车用的公路牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87012900	,"其他半挂车用的公路牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87013000	,"履带式牵引车、拖拉机"	,2022	,01	,"辆"	,09	,"千克"	,
87019110	,"发动机功率≤18千瓦的其他拖拉机"	,2022	,01	,"辆"	,09	,"千克"	,
87019190	,"发动机功率≤18千瓦的其他牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87019210	,"18千瓦＜发动机功率≤37千瓦的其他拖拉机"	,2022	,01	,"辆"	,09	,"千克"	,
87019290	,"18千瓦＜发动机功率≤37千瓦的其他牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87019310	,"37千瓦＜发动机功率≤75千瓦的其他拖拉机"	,2022	,01	,"辆"	,09	,"千克"	,
87019390	,"37千瓦＜发动机功率≤75千瓦的其他牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87019410	,"75千瓦＜发动机功率≤130千瓦的其他拖拉机"	,2022	,01	,"辆"	,09	,"千克"	,
87019490	,"75千瓦＜发动机功率≤130千瓦的其他牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87019510	,"发动机功率＞130千瓦的其他拖拉机"	,2022	,01	,"辆"	,09	,"千克"	,
87019590	,"发动机功率＞130千瓦的其他牵引车"	,2022	,01	,"辆"	,09	,"千克"	,
87021020	,"仅装有压燃式活塞内燃发动机的机坪客车"	,2022	,01	,"辆"	,09	,"千克"	,
87021091	,"仅装有压燃式活塞内燃发动机的大型客车，≥30座"	,2022	,01	,"辆"	,09	,"千克"	,
87021092	,"仅装有压燃式活塞内燃发动机的机动客车，20≤座≤29"	,2022	,01	,"辆"	,09	,"千克"	,
87021093	,"仅装有压燃式活塞内燃发动机的机动客车，10≤座≤19"	,2022	,01	,"辆"	,09	,"千克"	,
87022010	,"同时装有压燃式活塞内燃发动机及驱动电动机的机坪客车"	,2022	,01	,"辆"	,09	,"千克"	,
87022091	,"同时装有压燃式活塞内燃发动机及驱动电动机的大型客车，≥30座"	,2022	,01	,"辆"	,09	,"千克"	,
87022092	,"同时装有压燃式活塞内燃发动机及驱动电动机的机动客车，20≤座≤29"	,2022	,01	,"辆"	,09	,"千克"	,
87022093	,"同时装有压燃式活塞内燃发动机及驱动电动机的机动客车，10≤座≤19"	,2022	,01	,"辆"	,09	,"千克"	,
87023010	,"同时装有点燃式活塞内燃发动机及驱动电动机的大型客车，≥30座"	,2022	,01	,"辆"	,09	,"千克"	,
87023020	,"同时装有点燃式活塞内燃发动机及驱动电动机的机动客车，20≤座≤29"	,2022	,01	,"辆"	,09	,"千克"	,
87023030	,"同时装有点燃式活塞内燃发动机及驱动电动机的机动客车，10≤座≤19"	,2022	,01	,"辆"	,09	,"千克"	,
87024010	,"仅装有驱动电动机的大型客车，30座及以上"	,2022	,01	,"辆"	,09	,"千克"	,
87024020	,"仅装有驱动电动机的机动客车，20≤座≤29"	,2022	,01	,"辆"	,09	,"千克"	,
87024030	,"仅装有驱动电动机的机动客车，10≤座≤19"	,2022	,01	,"辆"	,09	,"千克"	,
87029010	,"其他大型客车，≥30座"	,2022	,01	,"辆"	,09	,"千克"	,
87029020	,"其他机动客车，20≤座≤29"	,2022	,01	,"辆"	,09	,"千克"	,
87029030	,"其他机动客车，10≤座≤19"	,2022	,01	,"辆"	,09	,"千克"	,
87031011	,"全地形车"	,2022	,01	,"辆"	,09	,"千克"	,
87031019	,"其他高尔夫球机动车及类似机动车辆"	,2022	,01	,"辆"	,09	,"千克"	,
87031090	,"雪地行走专用机动车"	,2022	,01	,"辆"	,09	,"千克"	,
87032130	,"仅装有点燃式活塞内燃发动机的小轿车，排量≤1000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032140	,"仅装有点燃式活塞内燃发动机的越野车（4轮驱动），排量≤1000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032150	,"仅装有点燃式活塞内燃发动机的小客车（9座及以下），排量≤1000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032190	,"仅装有点燃式活塞内燃发动机的主要用于载人的其他机动车，排量≤1000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032230	,"仅装有点燃式活塞内燃发动机的小轿车，1000cc＜排量≤1500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032240	,"仅装有点燃式活塞内燃发动机的越野车（4轮驱动），1000cc＜排量≤1500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032250	,"仅装有点燃式活塞内燃发动机的小客车（9座及以下），1000cc＜排量≤1500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032290	,"仅装有点燃式活塞内燃发动机的主要用于载人的其他机动车，1000c＜排量≤1500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032341	,"仅装有点燃式活塞内燃发动机的小轿车，1500cc＜排量≤2000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032342	,"仅装有点燃式活塞内燃发动机的越野车（4轮驱动），1500cc＜排量≤2000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032343	,"仅装有点燃式活塞内燃发动机的小客车（9座及以下），1500cc＜排量≤2000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032349	,"仅装有点燃式活塞内燃发动机的主要用于载人的其他机动车，1500cc＜排量≤2000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032351	,"仅装有点燃式活塞内燃发动机的小轿车，2000cc＜排量≤2500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032352	,"仅装有点燃式活塞内燃发动机的越野车（4轮驱动），2000cc＜排量≤2500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032353	,"仅装有点燃式活塞内燃发动机的小客车（9座及以下），2000cc＜排量≤2500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032359	,"仅装有点燃式活塞内燃发动机的主要用于载人的其他机动车，2000cc＜排量≤2500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032361	,"仅装有点燃式活塞内燃发动机的小轿车，2500cc＜排量≤3000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032362	,"仅装有点燃式活塞内燃发动机的越野车（4轮驱动），2500cc＜排量≤3000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032363	,"仅装有点燃式活塞内燃发动机的小客车（9座及以下），2500cc＜排量≤3000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032369	,"仅装有点燃式活塞内燃发动机的主要用于载人的其他机动车，2500cc＜排量≤3000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032411	,"仅装有点燃式活塞内燃发动机的小轿车，3000cc＜排量≤4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032412	,"仅装有点燃式活塞内燃发动机的越野车（4轮驱动），3000cc＜排量≤4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032413	,"仅装有点燃式活塞内燃发动机的小客车（9座及以下），3000cc＜排量≤4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032419	,"仅装有点燃式活塞内燃发动机的主要用于载人的其他机动车，3000cc＜排量≤4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032421	,"仅装有点燃式活塞内燃发动机的小轿车，排量＞4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032422	,"仅装有点燃式活塞内燃发动机的越野车（4轮驱动），排量＞4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032423	,"仅装有点燃式活塞内燃发动机的小客车（9座及以下），排量＞4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87032429	,"仅装有点燃式活塞内燃发动机的主要用于载人的其他机动车，排量＞4000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87033111	,"仅装有压燃式活塞内燃发动机的小轿车，排量≤1000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87033119	,"仅装有压燃式活塞内燃发动机的其他主要用于载人的机动车，排量≤1000cc"	,2022	,01	,"辆"	,09	,"千克"	,
87033121	,"仅装有压燃式活塞内燃发动机的小轿车，1000cc＜排量≤1500cc"	,2022	,01	,"辆"	,09	,"千克"	,
87033122	,"仅装有压燃式活塞内燃发动机的越野车（4轮驱动），1000cc＜排量≤1500cc"	,2022	,01	,"辆"	,09	,"千克"	,
